n.identity,n.properties.languages,n.properties.year,n.properties.imdbId,n.properties.runtime,n.properties.imdbRating,n.properties.movieId,n.properties.countries,n.properties.imdbVotes,n.properties.title,n.properties.url,n.properties.revenue,n.properties.tmdbId,n.properties.plot,n.properties.poster,n.properties.released,n.properties.budget
3521,"['Italian', ' Russian', ' English', ' German', ' Latin']",1977.0,0076786,92.0,7.5,4437,['Italy'],43624.0,Suspiria,https://themoviedb.org/movie/11906,2884265.0,11906,A newcomer to a fancy ballet academy gradually comes to realize that the school is a front for something far more sinister and supernatural amidst a series of grisly murders.,https://image.tmdb.org/t/p/w440_and_h660_face/5ya8jTbNZTrCFUx9OwpNBjCivXY.jpg,1977-08-12,
3522,"['Mandarin', ' Cantonese', ' English']",1972.0,0068767,107.0,7.4,4438,['Hong Kong'],17887.0,"Fist of Fury (Chinese Connection, The) (Jing wu men)",https://themoviedb.org/movie/11713,,11713,A young man seeks vengence for the death of his teacher.,https://image.tmdb.org/t/p/w440_and_h660_face/mqhooEqZvo7eJoLsTstXbxbsG63.jpg,1972-09-09,10000000.0
3523,"['Mandarin', ' Cantonese']",1971.0,0067824,99.0,7.1,4440,['Hong Kong'],18015.0,"Big Boss, The (Fists of Fury) (Tang shan da xiong)",https://themoviedb.org/movie/12481,,12481,A young man sworn to an oath of non-violence works with his cousins in an ice factory where they mysteriously begin to disappear.,https://image.tmdb.org/t/p/w440_and_h660_face/5rrvonvaiCcxN6ZnrKEoJYl6Yrx.jpg,1981-02-01,100000.0
3524,"['English', ' Mandarin', ' Cantonese']",1978.0,0077594,85.0,6.0,4441,"['Hong Kong', ' USA']",11882.0,Game of Death,https://themoviedb.org/movie/13333,,13333,A martial arts movie star must fake his death to find the people who are trying to kill him.,https://image.tmdb.org/t/p/w440_and_h660_face/vkkJydEiUgVSy3LpGvSFZl9lEWE.jpg,1979-06-08,10000000.0
3525,['English'],1985.0,0089461,109.0,6.9,4442,['USA'],9086.0,"Last Dragon, The",https://themoviedb.org/movie/13938,25754284.0,13938,"In New York City, a young man searches for the master to obtain the final level of martial arts mastery known as the glow. Along the way, he must fight an evil martial arts expert and ...",https://image.tmdb.org/t/p/w440_and_h660_face/r5QnLY30gXlZ8luiJE3quDs1WNF.jpg,1985-03-22,10000000.0
3526,['English'],1981.0,0082869,112.0,6.6,4443,['UK'],20906.0,Outland,https://themoviedb.org/movie/10540,17374595.0,10540,"In the distant future, a police marshal stationed at a remote mining colony on the Jupiter moon of Io uncovers a drug-smuggling conspiracy, and gets no help from the populace when he later finds himself marked for murder.",https://image.tmdb.org/t/p/w440_and_h660_face/qmjlDkV8CfCboa8WV06ytZaThqx.jpg,1981-05-22,16000000.0
3527,"['Mandarin', ' Cantonese', ' English', ' Italian']",1972.0,0068935,90.0,7.3,4444,['Hong Kong'],22337.0,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang)",https://themoviedb.org/movie/9462,27000000.0,9462,A man visits his relatives at their restaurant in Italy and has to help them defend against brutal gangsters harassing them.,https://image.tmdb.org/t/p/w440_and_h660_face/m7AIITQ624sfldI4SsX4htXPH1f.jpg,1972-08-14,130000.0
3528,['English'],1998.0,0163862,45.0,4.7,4445,['USA'],619.0,T-Rex: Back to the Cretaceous,https://themoviedb.org/movie/82623,,82623,"Ally Hayden is a teenager who shares her father's interest in dinosaurs and archaeology. When he brings a mysterious fossil back from a dig, she is convinced it's the egg of a Tyrannosaurus...",https://image.tmdb.org/t/p/w440_and_h660_face/7EXwqv1O88iSGpu8x2J1E9eaWlo.jpg,1998-10-23,
3529,['English'],2001.0,0173840,106.0,6.4,4446,"['USA', ' Japan']",70971.0,Final Fantasy: The Spirits Within,https://themoviedb.org/movie/2114,85131830.0,2114,A scientist makes a last stand on Earth with the help of a ragtag team of soldiers against an invasion of alien phantoms.,https://image.tmdb.org/t/p/w440_and_h660_face/cJlEv3xULhBt6WvjYEntBg3ReEw.jpg,2001-07-11,137000000.0
3530,['English'],2001.0,0250494,96.0,6.2,4447,['USA'],125894.0,Legally Blonde,https://themoviedb.org/movie/8835,141774679.0,8835,"When a blonde sorority queen is dumped by her boyfriend, she decides to follow him to law school to get him back and, once there, learns she has more legal savvy than she ever imagined.",https://image.tmdb.org/t/p/w440_and_h660_face/9ohlMrJHQqKhfUKh7Zr3JQqHNLZ.jpg,2001-07-13,18000000.0
3531,"['English', ' French']",2001.0,0227445,124.0,6.8,4448,"['USA', ' Germany']",99972.0,"Score, The",https://themoviedb.org/movie/11371,113579918.0,11371,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.,https://image.tmdb.org/t/p/w440_and_h660_face/fsb4m9XW59mei8GKznvI3lLzcfp.jpg,2001-07-13,68000000.0
3532,['English'],2001.0,0242193,115.0,7.0,4450,"['USA', ' France', ' UK']",28753.0,Bully,https://themoviedb.org/movie/9517,480811.0,9517,"A pack of naïve teenagers conspire to murder a mutual friend, whose aggressive demeanor has proved too much.",https://image.tmdb.org/t/p/w440_and_h660_face/vMJ2WHBbK4Jr3eDuF1e7O6lbC8m.jpg,2001-12-12,
3533,"['English', ' French', ' Spanish']",2001.0,0273300,97.0,7.3,4451,"['UK', ' USA']",1259.0,Jump Tomorrow,https://themoviedb.org/movie/25985,,25985,"A young Nigerian man on the verge of being in an arranged marriage, suddenly questions his situation after an encounter with a stunning Latin woman, who is also about to be married.",https://image.tmdb.org/t/p/w440_and_h660_face/7lyS0rFyF3UwyfDcbUeJkeepL9y.jpg,2001-11-09,
3534,"['English', ' French']",2001.0,0227005,95.0,6.4,4452,['USA'],14856.0,Made,https://themoviedb.org/movie/15745,5476060.0,15745,"Two aspiring boxers, lifelong friends, get involved in a money-laundering scheme through a low-level organized crime group.",https://image.tmdb.org/t/p/w440_and_h660_face/oZlx8xl1bX9zcpg1R2g0vIZkDhw.jpg,2001-08-31,5000000.0
3535,['English'],2000.0,0245280,46.0,7.5,4453,['USA'],1670.0,Michael Jordan to the Max,https://themoviedb.org/movie/24977,21268532.0,24977,Michael Jordan Is Praised as the Greatest Basketball Player of All Time in This Documentary!,https://image.tmdb.org/t/p/w440_and_h660_face/z20ChkIl7zq7yOAIIJkDuUBV3x0.jpg,2000-05-05,
3536,,1998.0,0188913,6.0,8.3,4454,['USA'],4308.0,More,https://themoviedb.org/movie/36107,,36107,A worker in a factory learns a lesson about life. When is enough?,https://image.tmdb.org/t/p/w440_and_h660_face/cj7UBhfTl1XS5wQQSOU9KwsQLQa.jpg,,
3537,['English'],1994.0,0109049,39.0,7.4,4458,['USA'],523.0,Africa: The Serengeti,https://themoviedb.org/movie/13794,,13794,"The Serengeti is a huge area of grassland in Tanzania, Africa. Once a year, in the time of drought, about two million herd animals like antelopes travel north to feed and mate before moving...",https://image.tmdb.org/t/p/w440_and_h660_face/ji6buImxtwJFke7pAQz2bbOiKLF.jpg,1994-04-01,
3538,['English'],1998.0,0130445,41.0,7.2,4459,['USA'],412.0,Alaska: Spirit of the Wild,https://themoviedb.org/movie/13795,,13795,"A look at the Alaskan wilderness throughout the year, from the harsh winters to the rejuvenating spring, and the animals (including its human residents) who learn to adapt to the extremes ...",https://image.tmdb.org/t/p/w440_and_h660_face/bVvmVUDs2rJgJ46j7Ja66CDQD5j.jpg,2000-06-01,
3539,['English'],1988.0,0094593,93.0,5.6,4462,['USA'],3256.0,18 Again!,https://themoviedb.org/movie/38965,,38965,"Jack Watson is celebrating his 81st birthday. He is a charismatic, successful patriarch who still enjoys life. He makes a wish that he could be 18 again. Later he is living it up with his ...",https://image.tmdb.org/t/p/w440_and_h660_face/sbQ6B314PkVAHoye9jAdgs2sYWE.jpg,1988-04-08,
3540,['English'],1988.0,0094606,121.0,6.8,4464,['USA'],12006.0,"Accidental Tourist, The",https://themoviedb.org/movie/31052,32632093.0,31052,An emotionally distant writer of travel guides must carry on with his life after his son is killed and his marriage crumbles.,https://image.tmdb.org/t/p/w440_and_h660_face/dyk2BqPajLRBpVQ6jsSJJdgfuXe.jpg,1989-01-06,
3541,['English'],1988.0,0094608,111.0,7.1,4465,"['Canada', ' USA']",23284.0,"Accused, The",https://themoviedb.org/movie/10868,,10868,"After a young woman suffers a brutal rape in a bar one night, a prosecutor assists in bringing the perpetrators to justice, including the ones who encouraged and cheered on the attack.",https://image.tmdb.org/t/p/w440_and_h660_face/5DlWHYb5Q65GaHYHDo6PqGOuoF1.jpg,1988-10-14,
3542,"['English', ' Spanish', ' Assyrian Neo-Aramaic']",1988.0,0094602,99.0,5.9,4466,['USA'],21632.0,Above the Law,https://themoviedb.org/movie/9395,18869631.0,9395,A former Special Operations Vietnam vet works as a Chicago cop and uncovers CIA wrongdoing.,https://image.tmdb.org/t/p/w440_and_h660_face/20bD11jTM2fbVGkDnkCpfriUW4y.jpg,1988-04-22,7500000.0
3543,['English'],1988.0,0096764,126.0,7.2,4467,"['UK', ' Italy']",40591.0,"Adventures of Baron Munchausen, The",https://themoviedb.org/movie/14506,8083123.0,14506,An account of Baron Munchausen's supposed travels and fantastical experiences with his band of misfits.,https://image.tmdb.org/t/p/w440_and_h660_face/gneloppsOLlYtGLIviFRHHZVorT.jpg,1989-03-10,46630000.0
3544,['English'],1988.0,0094669,102.0,6.1,4469,['USA'],2132.0,Appointment with Death,https://themoviedb.org/movie/4281,960040.0,4281,"When a former prison wardress who dominates the lives of her three adult stepchildren and her daughter is found dead at an archaeological dig near the Dead Sea, there are a great many suspects.",https://image.tmdb.org/t/p/w440_and_h660_face/eJ2upLLbQczKPfXmkuem4CJZAIy.jpg,1988-04-27,
3545,['Finnish'],1988.0,0094675,73.0,7.6,4470,['Finland'],3856.0,Ariel,https://themoviedb.org/movie/2,,2,"The movie tells the story of Taisto Kasurinen, a finnish coal miner whose father has just committed suicide and who is framed for a crime he did not commit. In jail, he starts to dream ...",https://image.tmdb.org/t/p/w440_and_h660_face/ojDg0PGvs6R9xYFodRct2kdI6wC.jpg,1990-10-01,
3546,['English'],1988.0,0094678,113.0,4.3,4471,['USA'],4898.0,Arthur 2: On the Rocks,https://themoviedb.org/movie/26044,14681192.0,26044,"Arthur loses all his money, and his wife wants a baby.",https://image.tmdb.org/t/p/w440_and_h660_face/dbSSDB7O4aTyRGCFirY8k3igOsU.jpg,1988-07-08,
3547,['English'],1988.0,0094712,105.0,6.4,4473,['USA'],6019.0,Bat*21,https://themoviedb.org/movie/14911,3184348.0,14911,"During the Vietnam War, Colonel Hambleton's aircraft is shot down over enemy territory and a frantic rescue operation ensues.",https://image.tmdb.org/t/p/w440_and_h660_face/yIeFT2RqJdXMRIhGLs05xtzBkt9.jpg,1988-10-21,
3548,['English'],1988.0,0094715,123.0,6.8,4474,['USA'],17558.0,Beaches,https://themoviedb.org/movie/15592,57041866.0,15592,"A privileged rich debutante and a cynical struggling entertainer share a turbulent, but strong childhood friendship over the years.",https://image.tmdb.org/t/p/w440_and_h660_face/sdPSivk5Ve4psKa3gUuDkTkfRE5.jpg,1989-01-13,
3549,"['English', ' Pushto']",1988.0,0094716,111.0,7.4,4475,['USA'],7082.0,"Beast of War, The (Beast, The)",https://themoviedb.org/movie/15267,,15267,During the war in Afghanistan a Soviet tank crew commanded by a tyrannical officer find themselves lost and in a struggle against a band of Mujahadeen guerrillas in the mountains. A unique ...,https://image.tmdb.org/t/p/w440_and_h660_face/ph9s2yu65bQS5IDjKRPdEXoD3tC.jpg,1988-09-07,
3550,['English'],1988.0,0094744,86.0,4.9,4477,['USA'],7185.0,Big Top Pee-Wee,https://themoviedb.org/movie/30502,15122000.0,30502,"Pee-Wee is now a successful small-town farmer, engaged to schoolteacher Winnie. A traveling circus arrives and Pee-Wee and his talking pet pig Vance agree to help them win over the bitter townsfolk. He also falls for trapeze artist Gina.",https://image.tmdb.org/t/p/w440_and_h660_face/t9AiFl6kt5vMhXzMHTZ6651TECl.jpg,1988-07-22,
3551,['English'],1988.0,0094746,106.0,6.6,4478,['USA'],11914.0,Biloxi Blues,https://themoviedb.org/movie/19382,51684798.0,19382,A group of young recruits go through boot camp during the Second World War in Biloxi Mississippi. From the play by Neil Simon.,https://image.tmdb.org/t/p/w440_and_h660_face/vAhQegSNb0OYwBN2KbSr8GRSUsI.jpg,1988-03-25,20000000.0
3552,['English'],1988.0,0094747,161.0,7.2,4479,['USA'],8746.0,Bird,https://themoviedb.org/movie/24679,,24679,"The troubled life and career of the jazz musician, Charlie Bird Parker.",https://image.tmdb.org/t/p/w440_and_h660_face/5pLobye0uusvoVd7XwzRuc5fFLF.jpg,1988-09-30,
3553,['English'],1988.0,0094761,95.0,6.3,4480,['USA'],21941.0,"Blob, The",https://themoviedb.org/movie/9599,8247943.0,9599,A strange lifeform consumes everything in its path as it grows and grows.,https://image.tmdb.org/t/p/w440_and_h660_face/mWVVYNEkDHkcjFne6eQq1pDANdw.jpg,1988-08-05,19000000.0
3554,['English'],1988.0,0094799,107.0,5.6,4482,"['USA', ' Japan']",5653.0,"Bright Lights, Big City",https://themoviedb.org/movie/17170,16118077.0,17170,A disillusioned young writer living in New York City turns to drugs and drinking to block out the memories of his dead mother and estranged wife.,https://image.tmdb.org/t/p/w440_and_h660_face/1te0t9p6aHRMl5nYyxqI48OX7jp.jpg,1988-04-01,25000000.0
3555,['English'],1988.0,0094824,98.0,3.6,4483,['USA'],12233.0,Caddyshack II,https://themoviedb.org/movie/18509,,18509,"When a crass new-money tycoon's membership application is turned down at a snooty country club, he retaliates by buying the club and turning it into a tacky amusement park.",https://image.tmdb.org/t/p/w440_and_h660_face/iHvCXCjiLN6bLf39CnKdDzGbku2.jpg,1988-07-22,
3556,['English'],1988.0,0094884,124.0,6.7,4486,['USA'],4346.0,Clean and Sober,https://themoviedb.org/movie/14441,8674093.0,14441,"A hustling drug addict checks himself into rehab to escape trouble with the law, and realizes that it's exactly what he needs.",https://image.tmdb.org/t/p/w440_and_h660_face/hztm5P3iCavyz8MCcIDK3BTVtDO.jpg,1988-08-10,
3557,"['English', ' Spanish Sign Language']",1988.0,0094889,104.0,5.8,4487,['USA'],58734.0,Cocktail,https://themoviedb.org/movie/7520,171504781.0,7520,A talented New York City bartender takes a job at a bar in Jamaica and falls in love.,https://image.tmdb.org/t/p/w440_and_h660_face/5uzNJksuy5JfYju4N2x0xO77tXq.jpg,1988-07-29,20000000.0
3558,"['English', ' Spanish']",1988.0,0094894,120.0,6.7,4488,['USA'],18523.0,Colors,https://themoviedb.org/movie/10126,46616067.0,10126,An experienced cop and his rookie partner patrol the streets of East Los Angeles while trying to keep the gang violence under control.,https://image.tmdb.org/t/p/w440_and_h660_face/5KueYME8A449pxaKTJZp3cWKKSX.jpg,1988-04-29,6000000.0
3559,['English'],1988.0,0094898,116.0,6.9,4489,['USA'],115916.0,Coming to America,https://themoviedb.org/movie/9602,288752301.0,9602,"An African prince goes to Queens, New York City to find a wife whom he can respect for her intelligence and will.",https://image.tmdb.org/t/p/w440_and_h660_face/1bpVIDIT8YFH1HtZ8CDVX1LbriR.jpg,1988-06-29,39000000.0
3560,['English'],1988.0,0094910,97.0,5.6,4490,['USA'],3612.0,"Couch Trip, The",https://themoviedb.org/movie/23752,,23752,"The escaped delinquent John W. Burns, Jr. replaces Dr. Maitlin on a radio show, saying he's the psychiatrist Lawrence Baird. His tactless radio show is a hit, and he becomes very popular. ...",https://image.tmdb.org/t/p/w440_and_h660_face/jk0qx7XyFYKK1flXbxO1N3z6zAd.jpg,1988-01-15,
3561,['English'],1988.0,0097125,117.0,5.8,4491,['USA'],2500.0,Criminal Law,https://themoviedb.org/movie/41952,,41952,"Oldman plays a lawyer who defends a killer, but, soon after he wins he finds out that the killer is guilty.",https://image.tmdb.org/t/p/w440_and_h660_face/r5cPgWYrJtXBzJZuPmzhlYrEmrV.jpg,1989-04-28,
3562,['English'],1986.0,0090887,82.0,6.0,4492,"['USA', ' UK']",23025.0,Critters,https://themoviedb.org/movie/3980,13167232.0,3980,"A race of small, furry aliens make lunch out of the locals in a farming town.",https://image.tmdb.org/t/p/w440_and_h660_face/zLL6nX13AfigvvNQ9GyNXhKVrmg.jpg,1986-04-11,2000000.0
3563,['English'],1988.0,0094919,86.0,5.3,4493,['USA'],9867.0,Critters 2: The Main Course,https://themoviedb.org/movie/10127,3813293.0,10127,"Eggs of the small, furry alien carnivores are left behind on Earth and, after hatching, set their appetites on the next neighboring town.",https://image.tmdb.org/t/p/w440_and_h660_face/i9ua2lCdWeaUDnBZhsfBgE2qVPq.jpg,1988-04-29,4500000.0
3564,"['English', ' French', ' Hebrew', ' Yiddish']",1988.0,0094921,97.0,6.9,4495,['USA'],2731.0,Crossing Delancey,https://themoviedb.org/movie/27397,16262415.0,27397,A Manhattan single meets a man through her Jewish grandmother's matchmaker.,https://image.tmdb.org/t/p/w440_and_h660_face/pG1MoeXbA9R79Xj2ZRTDsAT3d6a.jpg,1988-09-16,
3565,['English'],1988.0,0094933,96.0,6.1,4496,['USA'],7821.0,D.O.A.,https://themoviedb.org/movie/9748,12706478.0,9748,"Dexter Cornell, an English Professor becomes embroiled in a series of murders involving people around him. Dexter has good reason to want to find the murderer but hasn't much time. He finds...",https://image.tmdb.org/t/p/w440_and_h660_face/zelnD4ZCB7lBHHOr9Tyw7cepjt9.jpg,1988-03-18,
3566,['English'],1988.0,0094963,91.0,6.3,4498,['USA'],30060.0,"Dead Pool, The",https://themoviedb.org/movie/10651,37903295.0,10651,"Dirty Harry Callahan must stop a sick secret contest to murder local celebrities, which includes himself as a target.",https://image.tmdb.org/t/p/w440_and_h660_face/7DLbjh9uTyR7X5qplH1OcfCpNFh.jpg,1988-07-13,20000000.0
3567,"['English', ' French']",1988.0,0095031,110.0,7.3,4499,['USA'],49173.0,Dirty Rotten Scoundrels,https://themoviedb.org/movie/10141,42039085.0,10141,"Two con men try to settle their rivalry by betting on who can swindle a young American heiress out of $50,000 first.",https://image.tmdb.org/t/p/w440_and_h660_face/2TWdGZnBS7ZSTkvqEaTUB0QzV4i.jpg,1988-12-14,
3568,['English'],1988.0,0092929,118.0,7.3,4500,"['UK', ' Netherlands']",6046.0,Drowning by Numbers,https://themoviedb.org/movie/27362,,27362,"Tired of her husband's philanderous ways, the mother of two daughters drowns her husband. With the reluctant help of the local coroner, the murder is obscured. Her daughters are having ...",https://image.tmdb.org/t/p/w440_and_h660_face/f7AbYjGQGnJw5L0xC61bnlPYl7m.jpg,1991-06-01,
