relationship.start,relationship.end,end.identity,end.properties.name
4727,14,14,Crime
4728,1,1,Adventure
4728,16,16,Thriller
4728,4,4,Comedy
4728,14,14,Crime
4729,13,13,Action
4729,14,14,Crime
4729,10,10,Drama
4730,4,4,Comedy
4731,4,4,Comedy
4731,9,9,Romance
4731,14,14,Crime
4732,10,10,Drama
4733,10,10,Drama
4734,4,4,Comedy
4734,3,3,Children
4734,6,6,Fantasy
4735,13,13,Action
4735,16,16,Thriller
4736,4,4,Comedy
4736,9,9,Romance
4736,10,10,Drama
4737,49,49,Documentary
4738,10,10,Drama
4739,4,4,Comedy
4740,4,4,Comedy
4740,23,23,Horror
4741,14,14,Crime
4741,10,10,Drama
4741,162,162,Film-Noir
4742,10,10,Drama
4743,10,10,Drama
4744,49,49,Documentary
4745,10,10,Drama
4746,13,13,Action
4746,23,23,Horror
4746,16,16,Thriller
4747,161,161,Western
4748,13,13,Action
4748,4,4,Comedy
4749,4,4,Comedy
4749,10,10,Drama
4750,6,6,Fantasy
4750,3,3,Children
4750,1,1,Adventure
4750,13,13,Action
4751,4,4,Comedy
4752,33,33,Mystery
4752,23,23,Horror
4752,14,14,Crime
4752,16,16,Thriller
4753,10,10,Drama
4753,1,1,Adventure
4754,9,9,Romance
4754,4,4,Comedy
4755,9,9,Romance
4755,4,4,Comedy
4756,10,10,Drama
4756,16,16,Thriller
4757,10,10,Drama
4758,10,10,Drama
4759,9,9,Romance
4759,10,10,Drama
4760,1,1,Adventure
4760,10,10,Drama
4760,13,13,Action
4760,37,37,Sci-Fi
4761,10,10,Drama
4762,4,4,Comedy
4762,10,10,Drama
4763,4,4,Comedy
4763,9,9,Romance
4764,4,4,Comedy
4764,23,23,Horror
4764,37,37,Sci-Fi
4765,4,4,Comedy
4765,14,14,Crime
4766,14,14,Crime
4766,4,4,Comedy
4767,13,13,Action
4767,1,1,Adventure
4768,23,23,Horror
4768,9,9,Romance
4769,4,4,Comedy
4769,6,6,Fantasy
4769,10,10,Drama
4770,10,10,Drama
4771,10,10,Drama
4772,49,49,Documentary
4773,10,10,Drama
4773,37,37,Sci-Fi
4774,49,49,Documentary
4775,10,10,Drama
4776,9,9,Romance
4776,10,10,Drama
4777,13,13,Action
4777,4,4,Comedy
4777,14,14,Crime
4777,6,6,Fantasy
4778,4,4,Comedy
4778,6,6,Fantasy
4778,33,33,Mystery
4779,23,23,Horror
4779,16,16,Thriller
4780,16,16,Thriller
4780,23,23,Horror
4780,33,33,Mystery
4781,10,10,Drama
4782,23,23,Horror
4782,16,16,Thriller
4783,10,10,Drama
4783,4,4,Comedy
4783,14,14,Crime
4784,16,16,Thriller
4784,1,1,Adventure
4784,14,14,Crime
4784,13,13,Action
4785,4,4,Comedy
4785,10,10,Drama
4785,9,9,Romance
4786,9,9,Romance
4786,10,10,Drama
4786,4,4,Comedy
4787,9,9,Romance
4787,10,10,Drama
4787,2,2,Animation
4788,4,4,Comedy
4789,10,10,Drama
4789,1,1,Adventure
4789,13,13,Action
4790,9,9,Romance
4790,13,13,Action
4791,13,13,Action
4792,4,4,Comedy
4792,10,10,Drama
4792,14,14,Crime
4793,63,63,Musical
4793,1,1,Adventure
4794,10,10,Drama
4795,13,13,Action
4795,4,4,Comedy
4795,10,10,Drama
4796,23,23,Horror
4796,37,37,Sci-Fi
4796,16,16,Thriller
4797,63,63,Musical
4797,9,9,Romance
4797,4,4,Comedy
4798,10,10,Drama
4799,4,4,Comedy
4799,63,63,Musical
4799,9,9,Romance
4800,1,1,Adventure
4800,6,6,Fantasy
4801,23,23,Horror
4801,4,4,Comedy
4802,23,23,Horror
4803,10,10,Drama
4803,16,16,Thriller
4804,3,3,Children
4804,10,10,Drama
4804,4,4,Comedy
4805,6,6,Fantasy
4805,13,13,Action
4805,23,23,Horror
4806,4,4,Comedy
4806,23,23,Horror
4807,16,16,Thriller
4807,14,14,Crime
4807,33,33,Mystery
4807,10,10,Drama
4808,10,10,Drama
4808,1,1,Adventure
4809,9,9,Romance
4809,10,10,Drama
4810,14,14,Crime
4810,4,4,Comedy
4811,1,1,Adventure
4811,4,4,Comedy
4811,13,13,Action
4812,9,9,Romance
4812,4,4,Comedy
4812,10,10,Drama
4813,10,10,Drama
4814,4,4,Comedy
4815,10,10,Drama
4815,9,9,Romance
4816,4,4,Comedy
4817,49,49,Documentary
4818,6,6,Fantasy
4818,4,4,Comedy
4818,2,2,Animation
4819,16,16,Thriller
4819,37,37,Sci-Fi
4819,23,23,Horror
4819,6,6,Fantasy
4820,9,9,Romance
4820,63,63,Musical
4820,10,10,Drama
4820,4,4,Comedy
4821,10,10,Drama
4822,4,4,Comedy
4822,10,10,Drama
4822,9,9,Romance
4823,49,49,Documentary
4824,63,63,Musical
4824,4,4,Comedy
4825,4,4,Comedy
4825,10,10,Drama
4826,63,63,Musical
4826,9,9,Romance
4826,161,161,Western
4826,4,4,Comedy
4827,10,10,Drama
4828,10,10,Drama
4828,16,16,Thriller
4829,4,4,Comedy
4829,10,10,Drama
4829,9,9,Romance
4830,10,10,Drama
4830,37,37,Sci-Fi
4830,6,6,Fantasy
4831,10,10,Drama
4832,3,3,Children
4832,10,10,Drama
4832,4,4,Comedy
4833,4,4,Comedy
4833,3,3,Children
4834,10,10,Drama
4834,14,14,Crime
4835,10,10,Drama
4835,14,14,Crime
4836,63,63,Musical
4836,14,14,Crime
4836,4,4,Comedy
4836,3,3,Children
4837,14,14,Crime
4837,13,13,Action
4838,33,33,Mystery
4838,23,23,Horror
4838,16,16,Thriller
4839,16,16,Thriller
4839,14,14,Crime
4839,13,13,Action
4840,4,4,Comedy
4841,56,56,War
4841,1,1,Adventure
4841,13,13,Action
4842,16,16,Thriller
4842,10,10,Drama
4843,4,4,Comedy
4844,13,13,Action
4844,4,4,Comedy
4844,16,16,Thriller
4845,4,4,Comedy
4845,9,9,Romance
4846,13,13,Action
4846,4,4,Comedy
4847,4,4,Comedy
4848,10,10,Drama
4848,56,56,War
4849,23,23,Horror
4849,16,16,Thriller
4849,10,10,Drama
4850,10,10,Drama
4850,161,161,Western
4851,161,161,Western
4851,4,4,Comedy
4852,4,4,Comedy
4853,10,10,Drama
4854,33,33,Mystery
4854,4,4,Comedy
4855,16,16,Thriller
4855,23,23,Horror
4855,162,162,Film-Noir
4856,10,10,Drama
4857,37,37,Sci-Fi
4857,23,23,Horror
4857,13,13,Action
4858,10,10,Drama
4858,4,4,Comedy
4859,4,4,Comedy
4859,10,10,Drama
4860,9,9,Romance
4860,10,10,Drama
4861,10,10,Drama
4861,14,14,Crime
4862,63,63,Musical
4862,10,10,Drama
4863,6,6,Fantasy
4863,1,1,Adventure
4863,2,2,Animation
4863,13,13,Action
4864,10,10,Drama
4865,16,16,Thriller
4865,14,14,Crime
4865,10,10,Drama
4866,63,63,Musical
4866,4,4,Comedy
4867,49,49,Documentary
4867,63,63,Musical
4868,4,4,Comedy
4868,10,10,Drama
4869,16,16,Thriller
4869,14,14,Crime
4869,33,33,Mystery
4869,10,10,Drama
4870,14,14,Crime
4870,49,49,Documentary
4871,10,10,Drama
4871,33,33,Mystery
4871,14,14,Crime
4872,23,23,Horror
4872,13,13,Action
4873,4,4,Comedy
4873,9,9,Romance
4874,16,16,Thriller
4874,14,14,Crime
4874,13,13,Action
4875,4,4,Comedy
4875,10,10,Drama
4875,9,9,Romance
4876,4,4,Comedy
4877,10,10,Drama
4877,16,16,Thriller
4878,23,23,Horror
4879,4,4,Comedy
4879,10,10,Drama
4880,10,10,Drama
4880,9,9,Romance
4881,16,16,Thriller
4881,10,10,Drama
4881,14,14,Crime
4882,14,14,Crime
4882,16,16,Thriller
4882,9,9,Romance
4882,33,33,Mystery
4882,10,10,Drama
4883,10,10,Drama
4884,23,23,Horror
4884,4,4,Comedy
4885,1,1,Adventure
4885,3,3,Children
4885,2,2,Animation
4886,10,10,Drama
4887,4,4,Comedy
4887,33,33,Mystery
4887,10,10,Drama
4887,63,63,Musical
4888,13,13,Action
4888,4,4,Comedy
4888,14,14,Crime
4889,49,49,Documentary
4889,56,56,War
4890,10,10,Drama
4891,4,4,Comedy
4891,10,10,Drama
4891,1,1,Adventure
4891,37,37,Sci-Fi
4891,16,16,Thriller
4891,6,6,Fantasy
4891,33,33,Mystery
4892,10,10,Drama
4893,16,16,Thriller
4894,10,10,Drama
4895,16,16,Thriller
4895,14,14,Crime
4896,10,10,Drama
4896,9,9,Romance
4896,16,16,Thriller
4897,49,49,Documentary
4898,14,14,Crime
4898,10,10,Drama
4899,13,13,Action
4899,51,51,IMAX
4899,16,16,Thriller
4899,37,37,Sci-Fi
4899,1,1,Adventure
4900,49,49,Documentary
4901,3,3,Children
4901,6,6,Fantasy
4901,4,4,Comedy
4902,10,10,Drama
4903,10,10,Drama
4903,9,9,Romance
4903,4,4,Comedy
4904,4,4,Comedy
4905,49,49,Documentary
4906,56,56,War
4906,10,10,Drama
4906,1,1,Adventure
4907,1,1,Adventure
4907,161,161,Western
4907,16,16,Thriller
4908,3,3,Children
4908,4,4,Comedy
4909,23,23,Horror
4909,16,16,Thriller
4910,33,33,Mystery
4910,9,9,Romance
4910,14,14,Crime
4910,10,10,Drama
4910,16,16,Thriller
4911,33,33,Mystery
4911,9,9,Romance
4911,14,14,Crime
4911,10,10,Drama
4911,4,4,Comedy
4912,4,4,Comedy
4912,14,14,Crime
4913,23,23,Horror
4913,6,6,Fantasy
4913,4,4,Comedy
4913,3,3,Children
4914,37,37,Sci-Fi
4914,1,1,Adventure
4914,13,13,Action
4915,10,10,Drama
4916,49,49,Documentary
4917,16,16,Thriller
4917,10,10,Drama
4917,14,14,Crime
4918,37,37,Sci-Fi
4918,6,6,Fantasy
4918,14,14,Crime
4918,13,13,Action
4918,16,16,Thriller
4919,4,4,Comedy
4919,9,9,Romance
4920,10,10,Drama
4920,16,16,Thriller
4921,4,4,Comedy
4921,14,14,Crime
4922,10,10,Drama
4922,23,23,Horror
4922,16,16,Thriller
4923,13,13,Action
4923,14,14,Crime
4923,10,10,Drama
4924,4,4,Comedy
4924,10,10,Drama
4925,10,10,Drama
4925,16,16,Thriller
4925,37,37,Sci-Fi
4926,10,10,Drama
4927,10,10,Drama
4927,56,56,War
4928,10,10,Drama
4928,9,9,Romance
4929,10,10,Drama
4930,10,10,Drama
4930,1,1,Adventure
4930,9,9,Romance
4931,14,14,Crime
4931,23,23,Horror
4931,6,6,Fantasy
4932,16,16,Thriller
4932,10,10,Drama
4932,14,14,Crime
4933,1,1,Adventure
4933,4,4,Comedy
4933,13,13,Action
4933,14,14,Crime
4933,10,10,Drama
4934,1,1,Adventure
4934,10,10,Drama
4934,9,9,Romance
4935,10,10,Drama
4935,4,4,Comedy
4936,4,4,Comedy
4936,10,10,Drama
4936,9,9,Romance
4937,13,13,Action
4937,4,4,Comedy
4937,6,6,Fantasy
4938,37,37,Sci-Fi
4938,13,13,Action
4939,14,14,Crime
4939,10,10,Drama
4940,9,9,Romance
4940,4,4,Comedy
4941,13,13,Action
4941,4,4,Comedy
4941,1,1,Adventure
4942,33,33,Mystery
4942,23,23,Horror
4942,16,16,Thriller
4942,37,37,Sci-Fi
4943,10,10,Drama
4944,16,16,Thriller
4944,37,37,Sci-Fi
4944,33,33,Mystery
4944,10,10,Drama
4944,4,4,Comedy
4945,16,16,Thriller
4945,14,14,Crime
4945,4,4,Comedy
4945,13,13,Action
4946,4,4,Comedy
4947,16,16,Thriller
4947,10,10,Drama
4947,14,14,Crime
4947,4,4,Comedy
4947,13,13,Action
4948,9,9,Romance
4948,10,10,Drama
4949,10,10,Drama
4950,9,9,Romance
4950,10,10,Drama
4951,14,14,Crime
4951,10,10,Drama
4951,4,4,Comedy
4952,4,4,Comedy
4952,6,6,Fantasy
4953,16,16,Thriller
4953,10,10,Drama
4953,162,162,Film-Noir
4954,10,10,Drama
4954,13,13,Action
4955,16,16,Thriller
4955,13,13,Action
4956,16,16,Thriller
4956,10,10,Drama
4956,14,14,Crime
4957,9,9,Romance
4957,10,10,Drama
4957,4,4,Comedy
4958,16,16,Thriller
4958,13,13,Action
4958,23,23,Horror
4958,10,10,Drama
4959,4,4,Comedy
4959,9,9,Romance
4959,10,10,Drama
4960,10,10,Drama
4961,10,10,Drama
4961,56,56,War
4962,4,4,Comedy
4963,13,13,Action
4963,161,161,Western
4964,4,4,Comedy
4964,14,14,Crime
4965,23,23,Horror
4965,16,16,Thriller
4966,10,10,Drama
4966,9,9,Romance
4967,4,4,Comedy
4967,6,6,Fantasy
4968,10,10,Drama
4968,9,9,Romance
4969,13,13,Action
4969,14,14,Crime
4969,10,10,Drama
4969,16,16,Thriller
4970,9,9,Romance
4970,10,10,Drama
4971,10,10,Drama
4972,14,14,Crime
4972,16,16,Thriller
4972,9,9,Romance
4972,33,33,Mystery
4972,10,10,Drama
4973,6,6,Fantasy
4973,3,3,Children
4974,6,6,Fantasy
4974,4,4,Comedy
4974,16,16,Thriller
4974,23,23,Horror
4975,4,4,Comedy
4975,14,14,Crime
4975,1,1,Adventure
4975,13,13,Action
4976,4,4,Comedy
4976,63,63,Musical
4976,9,9,Romance
4977,4,4,Comedy
4978,9,9,Romance
4978,4,4,Comedy
4978,63,63,Musical
4979,14,14,Crime
4979,10,10,Drama
4979,13,13,Action
4980,4,4,Comedy
4981,10,10,Drama
4981,3,3,Children
4982,63,63,Musical
4982,10,10,Drama
4983,10,10,Drama
4983,9,9,Romance
4984,10,10,Drama
4985,10,10,Drama
4985,1,1,Adventure
4986,6,6,Fantasy
4986,10,10,Drama
4987,56,56,War
4987,10,10,Drama
4988,10,10,Drama
4988,4,4,Comedy
4988,9,9,Romance
4988,6,6,Fantasy
4989,9,9,Romance
4989,33,33,Mystery
4989,10,10,Drama
4990,10,10,Drama
4991,13,13,Action
4991,1,1,Adventure
4991,161,161,Western
4992,10,10,Drama
4993,9,9,Romance
4993,161,161,Western
4993,13,13,Action
4993,10,10,Drama
4994,4,4,Comedy
4994,14,14,Crime
4994,33,33,Mystery
4995,4,4,Comedy
4996,1,1,Adventure
4996,4,4,Comedy
4996,63,63,Musical
4997,16,16,Thriller
4997,14,14,Crime
4997,10,10,Drama
4997,13,13,Action
4998,10,10,Drama
4999,10,10,Drama
5000,10,10,Drama
5000,63,63,Musical
5000,9,9,Romance
5001,4,4,Comedy
5002,9,9,Romance
5002,4,4,Comedy
5003,10,10,Drama
5004,4,4,Comedy
5004,9,9,Romance
5005,9,9,Romance
5005,4,4,Comedy
5006,10,10,Drama
5006,4,4,Comedy
5007,10,10,Drama
5007,1,1,Adventure
5008,9,9,Romance
5008,10,10,Drama
5009,10,10,Drama
5009,4,4,Comedy
5010,10,10,Drama
5010,1,1,Adventure
5010,13,13,Action
5011,4,4,Comedy
5012,4,4,Comedy
5013,10,10,Drama
5014,49,49,Documentary
5015,6,6,Fantasy
5015,37,37,Sci-Fi
5015,1,1,Adventure
5015,2,2,Animation
5015,10,10,Drama
5016,4,4,Comedy
5016,9,9,Romance
5017,4,4,Comedy
5017,14,14,Crime
5017,10,10,Drama
5018,56,56,War
5018,4,4,Comedy
5019,4,4,Comedy
5019,16,16,Thriller
5020,10,10,Drama
5020,14,14,Crime
5020,13,13,Action
5021,16,16,Thriller
5021,10,10,Drama
5022,9,9,Romance
5022,10,10,Drama
5023,33,33,Mystery
5023,23,23,Horror
5023,16,16,Thriller
5024,23,23,Horror
5024,16,16,Thriller
5024,33,33,Mystery
5025,23,23,Horror
5025,4,4,Comedy
5026,9,9,Romance
5026,4,4,Comedy
5027,56,56,War
5027,4,4,Comedy
5027,10,10,Drama
5028,10,10,Drama
5028,37,37,Sci-Fi
5028,6,6,Fantasy
5028,33,33,Mystery
5029,10,10,Drama
5030,10,10,Drama
5030,162,162,Film-Noir
5030,4,4,Comedy
5030,14,14,Crime
5030,63,63,Musical
5031,10,10,Drama
5032,10,10,Drama
5033,9,9,Romance
5033,63,63,Musical
5033,4,4,Comedy
5034,10,10,Drama
5034,14,14,Crime
5034,16,16,Thriller
5034,9,9,Romance
5035,10,10,Drama
5035,4,4,Comedy
5035,9,9,Romance
5036,9,9,Romance
5036,10,10,Drama
5036,4,4,Comedy
5037,9,9,Romance
5037,10,10,Drama
5038,9,9,Romance
5038,10,10,Drama
5039,56,56,War
5039,10,10,Drama
5039,1,1,Adventure
5039,13,13,Action
5040,9,9,Romance
5040,6,6,Fantasy
5040,10,10,Drama
5041,4,4,Comedy
5041,10,10,Drama
5041,9,9,Romance
5042,4,4,Comedy
5043,10,10,Drama
5043,9,9,Romance
5044,10,10,Drama
5044,16,16,Thriller
5045,13,13,Action
5045,6,6,Fantasy
5045,1,1,Adventure
5045,10,10,Drama
5046,10,10,Drama
5046,9,9,Romance
5047,4,4,Comedy
5048,56,56,War
5048,49,49,Documentary
5049,10,10,Drama
5050,14,14,Crime
5050,10,10,Drama
5051,3,3,Children
5051,4,4,Comedy
5052,10,10,Drama
5052,56,56,War
5052,9,9,Romance
5053,37,37,Sci-Fi
5053,13,13,Action
5053,16,16,Thriller
5054,13,13,Action
5054,3,3,Children
5054,1,1,Adventure
5054,6,6,Fantasy
5055,63,63,Musical
5055,10,10,Drama
5056,49,49,Documentary
5057,10,10,Drama
5058,4,4,Comedy
5058,9,9,Romance
5059,10,10,Drama
5060,10,10,Drama
5061,10,10,Drama
5061,9,9,Romance
5062,14,14,Crime
5062,10,10,Drama
5062,16,16,Thriller
5063,4,4,Comedy
5064,4,4,Comedy
5064,33,33,Mystery
5065,4,4,Comedy
5066,10,10,Drama
5067,13,13,Action
5068,13,13,Action
5068,4,4,Comedy
5069,14,14,Crime
5069,10,10,Drama
5069,162,162,Film-Noir
5070,10,10,Drama
5071,9,9,Romance
5071,10,10,Drama
5071,14,14,Crime
5071,4,4,Comedy
5072,10,10,Drama
5072,4,4,Comedy
5073,10,10,Drama
5074,4,4,Comedy
5075,4,4,Comedy
5076,23,23,Horror
5076,10,10,Drama
5077,4,4,Comedy
5078,161,161,Western
5079,9,9,Romance
5079,4,4,Comedy
5080,4,4,Comedy
5080,9,9,Romance
5081,10,10,Drama
5081,9,9,Romance
5081,1,1,Adventure
5081,16,16,Thriller
5081,56,56,War
5082,162,162,Film-Noir
5082,16,16,Thriller
5082,14,14,Crime
5082,10,10,Drama
5083,14,14,Crime
5083,10,10,Drama
5083,16,16,Thriller
5083,162,162,Film-Noir
5083,9,9,Romance
5084,10,10,Drama
5085,10,10,Drama
5085,4,4,Comedy
5086,33,33,Mystery
5086,162,162,Film-Noir
5086,10,10,Drama
5087,2,2,Animation
5087,6,6,Fantasy
5087,4,4,Comedy
5088,10,10,Drama
5089,23,23,Horror
5089,10,10,Drama
5089,16,16,Thriller
5089,13,13,Action
5089,14,14,Crime
5089,4,4,Comedy
5090,37,37,Sci-Fi
5091,10,10,Drama
5091,56,56,War
5092,10,10,Drama
5093,16,16,Thriller
5093,23,23,Horror
5094,6,6,Fantasy
5094,63,63,Musical
5094,1,1,Adventure
5094,3,3,Children
5094,4,4,Comedy
5095,10,10,Drama
5095,56,56,War
5095,13,13,Action
5095,1,1,Adventure
5096,4,4,Comedy
5097,37,37,Sci-Fi
5097,16,16,Thriller
5097,10,10,Drama
5098,9,9,Romance
5098,4,4,Comedy
5099,49,49,Documentary
5099,1,1,Adventure
5100,16,16,Thriller
5100,14,14,Crime
5100,4,4,Comedy
5101,14,14,Crime
5101,4,4,Comedy
5102,9,9,Romance
5102,10,10,Drama
5102,4,4,Comedy
5103,10,10,Drama
5104,10,10,Drama
5105,37,37,Sci-Fi
5105,4,4,Comedy
5105,23,23,Horror
5106,14,14,Crime
5106,10,10,Drama
5106,13,13,Action
5107,16,16,Thriller
5107,4,4,Comedy
5107,23,23,Horror
5108,10,10,Drama
5109,10,10,Drama
5110,9,9,Romance
5110,4,4,Comedy
5111,4,4,Comedy
5112,10,10,Drama
5113,13,13,Action
5113,10,10,Drama
5114,13,13,Action
5114,1,1,Adventure
5114,6,6,Fantasy
5115,10,10,Drama
5115,56,56,War
5116,14,14,Crime
5116,10,10,Drama
5116,33,33,Mystery
5116,16,16,Thriller
5117,13,13,Action
5117,1,1,Adventure
5117,10,10,Drama
5117,56,56,War
5118,1,1,Adventure
5118,4,4,Comedy
5119,1,1,Adventure
5119,13,13,Action
5120,9,9,Romance
5120,10,10,Drama
5121,10,10,Drama
5121,4,4,Comedy
5122,10,10,Drama
5122,4,4,Comedy
5123,4,4,Comedy
5124,1,1,Adventure
5124,4,4,Comedy
5125,10,10,Drama
5126,23,23,Horror
5126,4,4,Comedy
5127,9,9,Romance
5128,4,4,Comedy
5128,10,10,Drama
5129,10,10,Drama
5129,1,1,Adventure
5130,13,13,Action
5130,16,16,Thriller
5130,4,4,Comedy
5130,14,14,Crime
5131,10,10,Drama
5132,4,4,Comedy
5132,10,10,Drama
5133,162,162,Film-Noir
5134,4,4,Comedy
5135,49,49,Documentary
5136,9,9,Romance
5136,4,4,Comedy
5137,33,33,Mystery
5137,16,16,Thriller
5138,16,16,Thriller
5139,10,10,Drama
5140,4,4,Comedy
5140,9,9,Romance
5140,10,10,Drama
5141,10,10,Drama
5141,4,4,Comedy
5141,9,9,Romance
5142,4,4,Comedy
5142,2,2,Animation
5142,1,1,Adventure
5143,9,9,Romance
5143,10,10,Drama
5144,49,49,Documentary
5145,13,13,Action
5145,10,10,Drama
5145,23,23,Horror
5145,16,16,Thriller
5146,10,10,Drama
5146,37,37,Sci-Fi
5146,9,9,Romance
5147,14,14,Crime
5147,10,10,Drama
5147,16,16,Thriller
5148,4,4,Comedy
5148,10,10,Drama
5148,9,9,Romance
5149,4,4,Comedy
5149,14,14,Crime
5150,13,13,Action
5150,1,1,Adventure
5150,4,4,Comedy
5150,3,3,Children
5150,33,33,Mystery
5151,16,16,Thriller
5151,33,33,Mystery
5151,10,10,Drama
5152,10,10,Drama
5153,13,13,Action
5153,6,6,Fantasy
5153,1,1,Adventure
5153,23,23,Horror
5154,4,4,Comedy
5154,3,3,Children
5154,161,161,Western
5154,63,63,Musical
5154,2,2,Animation
5155,4,4,Comedy
5155,9,9,Romance
5156,13,13,Action
5157,56,56,War
5157,161,161,Western
5157,10,10,Drama
5158,4,4,Comedy
5158,6,6,Fantasy
5158,9,9,Romance
5159,4,4,Comedy
5159,14,14,Crime
5159,13,13,Action
5160,16,16,Thriller
5160,10,10,Drama
5160,33,33,Mystery
5161,1,1,Adventure
5161,10,10,Drama
5162,23,23,Horror
5162,10,10,Drama
5162,13,13,Action
5163,4,4,Comedy
5163,1,1,Adventure
5163,13,13,Action
5164,4,4,Comedy
5164,10,10,Drama
5165,10,10,Drama
5166,4,4,Comedy
5166,1,1,Adventure
5167,23,23,Horror
5167,4,4,Comedy
5168,33,33,Mystery
5168,10,10,Drama
5168,14,14,Crime
5168,4,4,Comedy
5169,16,16,Thriller
5169,4,4,Comedy
5170,4,4,Comedy
5171,13,13,Action
5171,10,10,Drama
5171,16,16,Thriller
5172,16,16,Thriller
5172,14,14,Crime
5172,13,13,Action
5173,4,4,Comedy
5173,9,9,Romance
5173,6,6,Fantasy
5174,16,16,Thriller
5174,10,10,Drama
5174,33,33,Mystery
5174,14,14,Crime
5174,13,13,Action
5175,4,4,Comedy
5176,16,16,Thriller
5176,10,10,Drama
5176,23,23,Horror
5177,9,9,Romance
5177,4,4,Comedy
5178,4,4,Comedy
5179,13,13,Action
5179,1,1,Adventure
5179,4,4,Comedy
5180,1,1,Adventure
5180,6,6,Fantasy
5180,13,13,Action
5180,23,23,Horror
5181,10,10,Drama
5182,1,1,Adventure
5182,13,13,Action
5182,56,56,War
5182,10,10,Drama
5183,10,10,Drama
5183,14,14,Crime
5184,10,10,Drama
5184,4,4,Comedy
5185,10,10,Drama
5186,1,1,Adventure
5186,37,37,Sci-Fi
5186,10,10,Drama
5187,14,14,Crime
5187,13,13,Action
5188,49,49,Documentary
5189,10,10,Drama
5190,10,10,Drama
5190,23,23,Horror
5191,10,10,Drama
5192,13,13,Action
5192,10,10,Drama
5192,56,56,War
5193,10,10,Drama
5193,23,23,Horror
5193,33,33,Mystery
5194,4,4,Comedy
5194,9,9,Romance
5195,10,10,Drama
5195,16,16,Thriller
5195,56,56,War
5196,23,23,Horror
5197,49,49,Documentary
5198,16,16,Thriller
5198,37,37,Sci-Fi
5198,1,1,Adventure
5198,13,13,Action
5199,16,16,Thriller
5199,1,1,Adventure
5199,13,13,Action
5200,16,16,Thriller
5200,162,162,Film-Noir
5200,10,10,Drama
5200,14,14,Crime
5201,10,10,Drama
5202,16,16,Thriller
5202,1,1,Adventure
5202,13,13,Action
5203,10,10,Drama
5204,63,63,Musical
5204,9,9,Romance
5204,4,4,Comedy
5204,6,6,Fantasy
5205,9,9,Romance
5205,4,4,Comedy
5205,10,10,Drama
5206,10,10,Drama
5207,4,4,Comedy
5207,9,9,Romance
5208,10,10,Drama
5208,9,9,Romance
5209,10,10,Drama
5209,16,16,Thriller
5209,56,56,War
5210,14,14,Crime
5210,16,16,Thriller
5210,10,10,Drama
5211,10,10,Drama
5212,63,63,Musical
5212,161,161,Western
5212,9,9,Romance
5213,10,10,Drama
5214,33,33,Mystery
5214,16,16,Thriller
5215,10,10,Drama
5216,10,10,Drama
5216,4,4,Comedy
5217,10,10,Drama
5218,10,10,Drama
5219,4,4,Comedy
5220,23,23,Horror
5220,16,16,Thriller
5221,37,37,Sci-Fi
5221,1,1,Adventure
5222,23,23,Horror
5223,10,10,Drama
5223,9,9,Romance
5224,4,4,Comedy
5224,9,9,Romance
5225,10,10,Drama
5225,16,16,Thriller
5226,13,13,Action
5226,1,1,Adventure
5226,10,10,Drama
5226,16,16,Thriller
5227,4,4,Comedy
5227,9,9,Romance
5228,10,10,Drama
5229,4,4,Comedy
5229,9,9,Romance
5230,63,63,Musical
5230,4,4,Comedy
5231,4,4,Comedy
5231,6,6,Fantasy
5232,23,23,Horror
5232,9,9,Romance
5232,10,10,Drama
5232,16,16,Thriller
5233,63,63,Musical
5233,9,9,Romance
5233,10,10,Drama
5234,9,9,Romance
5234,4,4,Comedy
5234,1,1,Adventure
5234,13,13,Action
5235,16,16,Thriller
5235,162,162,Film-Noir
5235,10,10,Drama
5235,14,14,Crime
5236,9,9,Romance
5236,10,10,Drama
5236,4,4,Comedy
5237,1,1,Adventure
5237,37,37,Sci-Fi
5237,3,3,Children
5238,10,10,Drama
5238,14,14,Crime
5239,10,10,Drama
5240,13,13,Action
5240,1,1,Adventure
5240,6,6,Fantasy
5241,10,10,Drama
5242,10,10,Drama
5242,16,16,Thriller
5243,10,10,Drama
5243,23,23,Horror
5244,13,13,Action
5244,10,10,Drama
5244,16,16,Thriller
5244,56,56,War
5245,10,10,Drama
5246,1,1,Adventure
5246,10,10,Drama
5247,10,10,Drama
5248,1,1,Adventure
5248,3,3,Children
5249,13,13,Action
5249,10,10,Drama
5250,49,49,Documentary
5251,10,10,Drama
5251,13,13,Action
5251,56,56,War
5252,10,10,Drama
5253,3,3,Children
5253,2,2,Animation
5253,4,4,Comedy
5254,14,14,Crime
5254,16,16,Thriller
5255,16,16,Thriller
5256,14,14,Crime
5256,16,16,Thriller
5256,13,13,Action
5256,1,1,Adventure
5257,56,56,War
5257,10,10,Drama
5257,9,9,Romance
5258,1,1,Adventure
5258,37,37,Sci-Fi
5259,37,37,Sci-Fi
5259,10,10,Drama
5260,37,37,Sci-Fi
5260,10,10,Drama
5261,63,63,Musical
5261,4,4,Comedy
5262,37,37,Sci-Fi
5262,6,6,Fantasy
5263,4,4,Comedy
5264,10,10,Drama
5264,14,14,Crime
5265,9,9,Romance
5265,10,10,Drama
5265,1,1,Adventure
5266,4,4,Comedy
5266,16,16,Thriller
5266,9,9,Romance
5267,16,16,Thriller
5267,37,37,Sci-Fi
5267,13,13,Action
5268,10,10,Drama
5268,14,14,Crime
